,TSM-PS12(5),TSM-AS10(11),TSM-AS34(6),TSM-PS20(6),TSM-PS19(5),TSM-AS20(11),TSM-AS19(11),TSM-AS27(5),TSM-AS18(11),TSM-AS11(11),TSM-AS17(11),TSM-AS35(5),TSM-AS12(11),TSM-PS33(5),TSM-PS27(5),TSM-AS33(5),TSM-AS39(5),TSM-AS36(5),TSM-AS30(5),TSM-AS29(5),TSM-AS5(11),TSM-AS37(5),TSM-AS31(5),TSM-PS32(5),PRM1,PRM2,PRM3,PRM4,PRM5,PRM6,PRM7,PRM8,PRM9,PRM10,PRM11,PRM12,PRM13,PRM14,PRM15,PRM16,PRM17,PRM18,PRM19,PRM20,PRM21,PRM22,PRM23,PRM24
19,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969,72.3969
20,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333,61.8333
21,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796,62.9796
22,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951,74.3951
23,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739,70.8739
24,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004,57.617200000000004
25,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404,58.7404
26,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999,74.60679999999999
27,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575,69.575
28,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001,58.07000000000001
29,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686,60.3686
30,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065,73.8065
31,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908,68.5908
32,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619,57.4619
33,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004,59.716300000000004
34,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192,73.2192
35,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801,69.8801
36,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218,59.3218
37,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001,60.90740000000001
38,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688,74.6688
39,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797,73.6797
40,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225,60.3225
41,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995,61.738299999999995
42,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641,75.4641
43,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74,71.74
44,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212,59.5212
45,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994,61.452299999999994
46,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487,74.2487
47,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814,70.7814
48,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814,58.2814
