Data,TSM-PS12(5),TSM-AS10(11),TSM-AS34(6),TSM-PS20(6),TSM-PS19(5),TSM-AS20(11),TSM-AS19(11),TSM-AS27(5),TSM-AS18(11),TSM-AS11(11),TSM-AS17(11),TSM-AS35(5),TSM-AS12(11),TSM-PS33(5),TSM-PS27(5),TSM-AS33(5),TSM-AS39(5),TSM-AS36(5),TSM-AS30(5),TSM-AS29(5),TSM-AS5(11),TSM-AS37(5),TSM-AS31(5),TSM-PS32(5),PRM1,PRM2,PRM3,PRM4,PRM5,PRM6,PRM7,PRM8,PRM9,PRM10,PRM11,PRM12,PRM13,PRM14,PRM15,PRM16,PRM17,PRM18,PRM19,PRM20,PRM21,PRM22,PRM23,PRM24
1991-11-01,21.637,24.8937,21.4507,20.5133,20.5334,21.8578,23.4452,20.2291,25.4072,25.9446,26.7839,19.8166,27.2757,18.9076,18.7847,19.2462,17.7783,19.2032,22.064,22.5856,26.2909,18.7458,21.1131,19.7883,33.2879,37.5301,38.9983,46.9709,29.7497,22.205,40.0648,42.3195,52.3135,55.9061,27.73,29.4253,73.4494,81.3427,62.1343,61.8263,50.8132,52.4828,137.528,131.235,118.23,83.793,85.487,68.9496
1991-12-01,20.6718,25.7432,20.2165,19.0768,19.8862,22.9573,23.9981,19.2452,25.6841,27.0754,27.0212,18.7227,27.3849,18.7435,18.1007,18.2397,16.5945,18.1908,20.9958,21.5633,26.9792,17.7364,20.0897,19.7832,136.708,132.484,141.19,135.24,117.77,124.024,119.704,135.557,155.395,154.009,128.85,130.889,96.7727,120.904,144.204,164.442,154.715,116.15,90.6666,120.513,135.45,141.469,159.787,142.383
1992-01-01,19.4721,26.709,19.1368,18.0352,18.8601,24.3226,25.0797,18.2893,26.3816,27.8227,27.5872,17.7992,27.8249,17.9163,17.2215,17.46,15.8992,17.3503,20.08,20.559,27.727,17.1029,19.4874,19.1638,225.367,236.853,273.027,375.813,508.367,489.091,277.913,272.766,304.492,376.418,480.856,429.387,285.078,251.299,269.499,308.295,334.948,265.14,270.301,234.441,250.108,304.535,276.398,157.165
1992-02-01,19.1779,27.6717,18.6042,17.1558,19.0456,24.8191,25.6475,17.7147,26.7154,28.7386,27.6755,18.1256,27.9542,17.8148,17.4304,17.4338,16.097,17.6658,20.4658,21.0067,28.6435,17.3279,19.76,18.6394,379.268,378.922,354.065,318.957,309.917,343.858,378.511,367.416,332.999,309.63,300.558,302.255,350.138,317.619,320.83,308.135,297.681,299.196,310.216,285.349,278.648,271.076,277.979,306.386
1992-03-01,19.3747,27.9618,18.9816,17.4195,18.9321,24.7249,25.7372,18.3543,26.6938,28.4871,27.7271,18.0779,28.029,17.4641,17.5359,17.4926,16.2068,17.8305,20.4956,20.975,28.8387,17.3154,19.7038,18.6891,303.097,286.112,247.388,238.942,284.444,333.375,291.173,277.507,230.225,219.623,255.337,292.558,260.107,241.012,221.918,221.35,244.107,264.366,292.364,254.138,249.11,261.417,289.721,279.036
1992-04-01,20.0925,27.2017,18.9354,17.9247,19.3578,24.0719,25.0428,18.8303,25.838,27.7544,26.5452,18.226,27.2788,18.5642,18.0853,18.1447,16.6962,18.4422,21.7184,22.091,27.8941,18.0609,21.0848,20.2228,84.7351,88.515,104.808,135.345,154.242,156.292,101.338,99.6222,129.492,132.971,121.505,128.146,173.198,128.125,138.151,132.768,107.655,115.596,182.047,132.733,124.984,133.784,125.575,122.699
1992-05-01,21.4402,25.8763,19.5444,18.8801,20.5823,22.3156,23.6666,20.644,24.7696,25.6045,25.7642,19.7379,26.6112,19.6995,19.9904,19.8771,18.5991,19.4291,22.863,23.3592,26.1478,19.4615,22.6267,21.1022,33.7633,43.2355,42.7329,33.6249,16.4674,10.8641,43.0855,37.7539,38.9443,35.4645,13.3662,7.16531,51.2415,44.6222,32.0937,33.9749,17.4634,9.65469,54.2562,63.0395,51.4767,26.1992,21.2859,13.8815
1992-06-01,23.3504,24.6649,21.5439,20.6759,22.4832,21.3905,22.8284,21.3631,23.9272,23.1775,24.8358,21.0991,25.5089,22.1706,22.0877,21.2575,19.7363,21.0264,25.3517,25.1945,23.8562,21.1295,25.109,23.3688,32.1526,32.5846,31.2889,33.6545,49.0564,38.5322,27.9551,17.5758,17.9433,25.4515,46.1451,53.4758,34.4191,35.0232,13.7338,14.6476,43.9786,60.573,39.493,70.0848,56.6388,12.0172,15.478,29.1426
1992-07-01,25.2801,23.7829,22.4232,23.0044,23.8483,20.7986,22.2315,22.2578,23.1497,22.0154,23.9977,23.7119,24.8867,22.3473,22.8947,22.1764,20.8117,23.1045,25.8914,26.0154,22.9717,22.1237,25.1229,23.6711,11.4509,7.14426,4.99473,5.02403,3.01073,3.18725,20.9869,11.4734,8.83386,5.96027,2.54025,1.84676,19.9225,18.4187,13.5454,7.68539,2.27128,2.33278,11.1163,26.915,26.1822,12.0172,9.02565,6.49254
1992-08-01,26.0383,22.8753,24.6482,24.2944,23.836,20.0118,21.8126,22.37,23.2359,21.7069,24.0673,23.219,25.2472,22.6721,22.6755,21.7117,20.0911,22.6001,25.284,25.5293,23.2254,21.303,24.2178,23.9268,13.7473,13.2667,9.33436,4.622,2.49798,3.08447,23.4662,24.7165,19.0939,5.31294,0.548639,0.624064,25.9421,36.6175,32.1876,19.2003,11.4715,2.75536,32.5354,52.7177,52.6285,21.9057,14.1689,6.97467
1992-09-01,25.7547,23.2311,24.0672,24.3593,23.4114,20.4875,22.131,21.9968,23.6203,22.4284,24.6367,22.7348,25.5989,21.785,21.7002,21.3189,19.62,22.0461,24.6094,25.2465,24.1422,20.7005,23.5422,23.0204,42.8516,37.1619,35.2925,37.82,49.2233,44.7792,41.7137,38.7438,29.9913,31.0795,47.2869,55.239,49.7304,51.2207,38.3443,34.0913,47.5214,51.716,83.6249,70.7204,65.6887,61.6352,69.1323,64.0887
1992-10-01,24.7024,23.2416,22.9751,23.321,22.4077,20.7771,22.7392,20.9092,24.3786,23.346,25.2672,21.0822,25.8851,20.3212,20.4355,19.9984,18.3794,20.9007,23.6484,23.8927,24.6601,19.8503,22.7474,21.384,5.29855,2.92276,3.2308,6.04463,14.4211,18.4555,9.14148,7.04774,4.06577,6.29728,18.0164,27.2019,20.8381,20.7357,7.65592,5.383,18.9623,31.5334,73.7149,47.5569,33.5159,21.3655,22.1452,30.3118
1992-11-01,23.2226,24.0864,21.2135,21.7612,21.3877,22.2318,24.2058,19.6264,25.9872,24.965,26.4622,19.5027,26.8607,18.9415,18.9741,18.9241,17.4596,19.203,22.1635,22.5399,25.436,18.4055,21.2685,19.8496,67.3881,83.0715,113.184,114.427,79.2518,57.8512,135.867,174.974,183.84,151.964,91.8405,73.4787,145.633,171.859,204.345,174.501,104.99,88.963,159.203,138.752,165.552,183.07,119.689,85.7914
1992-12-01,21.1417,25.3582,20.0576,20.0521,20.0067,22.9924,24.4932,18.6409,26.2342,26.3488,26.8777,18.3687,27.1891,17.6805,17.6155,17.8767,16.1707,18.0589,20.9567,21.2577,26.6549,17.2856,20.1432,18.8588,132.902,151.969,179.211,180.399,128.428,122.379,177.462,230.882,251.409,228.929,138.556,118.154,190.253,222.229,256.901,223.672,172.35,135.834,197.782,192.975,212.262,228.988,211.85,157.849
1993-01-01,19.7482,27.0061,19.0097,18.3385,19.2956,23.3849,24.4962,17.6125,26.308,27.927,27.1132,17.5819,27.3266,17.0341,16.8484,17.0619,15.7864,17.3643,20.1942,20.6511,28.0877,16.751,19.4619,18.4054,296.996,236.429,211.03,206.62,207.524,210.277,244.53,200.117,180.431,178.533,177.066,180.88,199.611,171.608,163.383,153.833,155.788,153.393,176.13,160.672,151.912,141.519,136.819,148.642
1993-02-01,19.4326,27.4067,18.0971,17.5534,18.808,23.8154,24.8131,17.5082,26.3454,27.5497,27.3347,17.6925,27.3547,16.8606,16.7216,17.1463,15.8286,17.3329,19.8977,20.5228,28.2499,16.8201,19.2239,18.2664,262.648,276.333,247.682,201.222,169.097,185.463,513.886,319.087,263.67,209.964,164.017,162.15,564.62,319.596,285.482,208.808,151.632,174.713,349.228,272.262,257.107,253.979,268.323,308.605
1993-03-01,19.7585,26.9008,18.1669,17.2877,18.9035,23.7966,24.7528,17.7337,25.996,26.9701,27.3967,17.7213,27.6054,17.2742,17.1138,17.0451,15.7047,17.5757,20.2538,20.5917,27.5993,16.9855,19.3414,18.602,221.683,201.45,180.728,204.637,282.157,312.141,229.765,164.689,144.464,165.453,250.175,260.117,277.806,185.428,141.401,135.542,192.798,203.786,286.322,200.784,160.279,149.68,148.631,167.065
1993-04-01,20.2629,25.8598,18.2968,18.024,19.0913,23.0177,24.2955,18.6631,25.6815,25.8375,26.9914,19.0443,27.3002,18.0308,17.9511,18.0799,16.9971,19.3417,21.9443,22.0848,25.5093,18.8676,20.9108,19.4355,185.157,223.261,202.68,184.557,193.329,175.922,183.857,159.073,141.099,144.658,169.499,148.15,243.04,164.622,128.71,127.658,176.265,153.971,257.668,169.916,130.547,131.031,168.77,176.797
1993-05-01,21.7169,24.5439,19.358,18.9714,20.5504,21.8134,23.1687,20.4194,24.4605,23.8558,25.8603,19.6518,26.4252,20.283,19.7669,20.7139,19.6055,19.9204,22.8758,22.6872,23.6492,20.3934,22.9892,21.4661,121.707,122.326,121.038,134.107,135.735,101.905,86.969,115.155,137.758,121.099,98.7168,67.9883,97.4103,118.78,146.081,106.865,57.7468,51.3744,98.1289,102.362,109.473,98.1276,87.4002,51.7331
1993-06-01,23.9303,23.4072,20.4948,20.9848,22.7471,20.8219,22.2835,22.1408,23.6976,22.0558,24.7767,21.3269,25.5909,22.6314,21.8453,22.5357,21.7495,21.3111,24.9634,24.6196,22.5904,22.039,25.1764,23.8736,48.8498,45.4035,31.4837,22.8062,21.8073,13.8063,48.0773,43.0436,32.7954,33.0033,37.4401,28.7808,31.8135,26.2386,25.3444,28.8356,57.0603,50.2209,21.913,19.5777,19.0648,23.8904,34.4096,37.142
1993-07-01,25.5669,22.3079,22.6211,22.9345,23.7102,20.057,21.8189,22.9598,23.3197,21.2225,24.4336,23.636,25.453,22.4677,22.7615,22.5633,21.3338,23.3269,26.4045,26.7899,22.3232,22.7634,25.5703,23.9981,17.2527,19.9428,22.916,22.544,15.4231,10.7471,12.2312,11.5996,13.1464,13.1761,5.13415,1.96404,6.59634,8.23762,10.6542,13.9121,5.63345,1.44671,2.43588,6.88177,7.79149,7.6658,3.51805,2.29756
1993-08-01,25.9669,22.2487,23.6481,24.0905,24.0959,19.7361,21.533,22.7808,23.041,21.6312,24.231,22.8492,25.2349,22.6278,22.0908,22.4886,21.5796,22.5954,25.9803,26.0802,23.0376,22.3529,25.3717,23.9963,72.1301,68.5308,51.2859,47.6298,40.264,38.829,84.2645,71.8146,57.2741,51.9113,37.2413,31.8747,106.309,80.7171,58.3606,47.3211,32.7674,22.8853,111.37,105.106,84.8172,49.8399,54.6614,63.5121
1993-09-01,25.4446,22.5639,23.1994,23.5399,23.7356,19.5148,21.4363,22.5423,23.3663,22.4441,24.733,22.1046,25.6334,21.6708,21.5962,21.8867,20.3877,21.7089,24.916,24.8573,23.9477,21.3345,24.6162,22.5957,64.6212,59.6727,42.0331,34.1886,31.499,40.3337,67.5279,60.809,51.4694,42.2534,36.8494,44.2825,63.0501,54.8147,46.3923,41.7146,46.0968,49.2829,60.3754,58.2112,48.4148,39.522,49.8251,53.9589
1993-10-01,24.0356,23.0329,22.6699,22.8003,22.5507,20.2508,21.6722,21.2141,23.7366,23.7278,25.6224,20.6818,26.0279,20.5019,20.1615,20.3351,18.9673,20.1247,23.1452,23.3749,24.9286,19.5962,22.6173,21.6128,70.2101,73.7392,73.7364,74.6194,77.2948,88.5083,94.5473,102.843,131.288,98.6929,72.406,72.7274,194.148,158.314,167.708,103.662,71.1234,64.7521,232.355,165.325,132.166,74.3292,68.4557,89.5609
1993-11-01,22.2598,23.6326,21.0437,21.0017,20.9136,21.2503,22.7672,20.0188,24.8939,24.8701,26.1869,18.9387,26.3877,18.9516,18.4861,19.1806,17.8993,18.5254,21.2873,21.7741,25.6111,18.0176,20.65,20.401,160.156,175.413,216.977,275.311,304.718,281.538,168.955,185.442,244.19,264.072,287.41,266.744,176.796,153.65,209.608,197.545,194.835,201.771,147.352,101.693,117.118,135.421,134.369,150.361
1993-12-01,20.4893,25.1605,19.3197,18.9663,19.5089,22.8489,23.8788,19.0803,25.6728,26.674,26.8163,17.892,26.7564,18.0332,17.4564,18.1225,16.6804,17.5361,20.5134,21.1656,26.6397,16.9693,19.7483,19.3454,248.486,255.445,256.535,252.677,263.718,305.245,260.867,270.904,299.373,297.54,250.544,278.026,245.07,229.56,260.855,256.438,230.602,226.0,220.545,196.909,192.925,215.673,287.569,274.912
1994-01-01,19.5614,26.1522,18.433,17.4847,18.7948,24.5369,25.5621,18.5589,26.8254,27.2786,27.6815,17.0494,27.4297,17.3181,16.7125,17.7455,16.5744,16.8435,19.7657,20.3047,27.1193,16.7969,19.3684,18.7244,340.516,315.664,273.145,299.498,353.095,345.814,322.249,261.265,220.733,232.911,281.85,291.193,284.473,146.566,104.033,150.309,225.58,239.671,261.098,138.375,111.166,201.449,219.589,224.067
1994-02-01,19.4705,27.0507,17.6718,17.2792,18.7579,25.0446,26.1356,18.7838,27.4095,27.8316,28.28,16.9841,27.9094,16.9943,16.6188,17.8108,16.5279,16.8044,19.9561,20.461,27.9029,16.7053,19.5623,18.2796,463.146,434.915,347.802,295.183,297.122,342.919,416.714,405.696,342.616,323.492,339.987,377.695,286.634,270.804,293.424,298.073,363.541,376.671,202.291,193.849,202.712,238.89,311.206,343.647
1994-03-01,19.6772,27.5994,17.3887,17.3054,18.6662,24.9292,25.946,18.7822,27.0635,27.9292,27.855,17.5954,27.7539,17.0859,16.987,18.3529,17.2717,16.9674,20.133,20.937,28.3128,16.8779,19.821,18.2701,249.242,289.743,421.692,575.669,605.666,588.678,251.691,289.617,440.168,530.733,508.527,482.294,346.472,304.335,377.073,406.126,405.675,410.378,364.314,277.211,267.92,319.219,418.671,406.74
1994-04-01,20.1042,26.9712,18.6611,17.8564,18.8836,23.6205,24.8654,19.5341,25.9675,26.5855,26.8814,18.9745,27.1929,18.182,17.744,18.7787,17.6424,18.3658,21.7261,22.2098,26.8064,17.7533,20.7331,19.268,225.337,240.532,262.649,236.416,198.399,211.923,206.635,231.103,269.212,256.657,213.712,203.533,198.084,221.762,264.02,243.543,237.854,199.504,182.174,193.448,198.948,190.591,231.565,242.704
1994-05-01,21.6709,25.9377,20.0811,18.6569,19.6825,22.4761,23.7853,20.3148,25.0267,24.5109,25.7003,20.6883,26.4464,19.5288,18.9297,19.6994,19.2686,20.305,23.3327,23.8728,24.6076,20.2274,22.4677,20.6734,146.974,145.256,140.701,131.241,124.944,113.062,139.768,134.894,126.459,111.112,98.4623,93.6623,140.926,127.293,124.369,106.852,110.285,110.455,127.879,124.598,111.991,87.5616,122.515,131.942
1994-06-01,23.5683,24.2993,21.5378,20.115,21.3889,21.253,22.7926,21.4294,24.1706,23.4792,24.9839,21.6869,25.872,21.2338,21.203,21.1356,20.6768,21.749,24.9148,24.599,23.506,22.2846,24.7115,23.0216,76.8049,86.905,99.4768,112.965,116.663,100.449,86.7646,86.3435,100.084,109.77,113.513,100.22,135.32,98.2669,96.3568,91.9046,114.522,104.506,157.208,104.009,84.1619,80.9112,101.491,92.8949
1994-07-01,25.0253,23.196,22.2522,22.6227,22.1217,20.8233,22.2659,22.3531,23.483,21.8886,24.3383,22.7652,25.4916,21.2631,21.1183,21.9438,21.356,22.9331,26.3248,26.7458,22.981,22.7937,25.34,23.273,5.64954,8.14082,18.7413,38.427,51.7706,41.4816,3.73558,3.38987,7.74746,16.0071,20.058,12.2481,4.73906,2.02237,1.94487,3.91362,3.3332,2.20206,6.0751,2.77583,1.76101,1.54956,0.564448,0.983327
1994-08-01,25.6551,23.5434,22.9092,22.8538,22.9064,21.0366,22.6369,22.876,24.02,22.8313,24.6605,22.3846,25.8119,21.5269,21.6088,22.0893,20.912,22.2877,25.2803,25.437,24.3726,22.07,24.897,23.3829,31.2124,35.9927,41.6512,47.4409,40.572,22.658,34.3246,37.1248,48.3205,46.4683,29.2977,15.9275,45.6437,42.5631,46.2831,33.816,9.72269,10.2809,41.5814,42.6872,34.308,12.4566,2.83421,5.17436
1994-09-01,25.2239,23.662,23.0263,23.3228,22.8325,21.0551,22.9995,22.5904,24.3061,23.6972,25.123,20.6891,26.451,21.1511,20.9485,21.3192,19.9442,20.7363,23.8158,23.728,25.1926,20.7476,23.608,22.7206,32.989,24.9187,28.6952,28.5947,40.4817,42.5114,54.5963,43.4404,41.0357,42.9577,49.7187,51.1011,78.8243,59.0685,42.1606,42.4052,50.745,40.145,93.3176,77.5034,56.4128,32.748,44.4881,41.4201
1994-10-01,23.6569,24.7499,21.5823,22.5634,21.9557,21.7773,23.6165,21.6348,24.8747,25.2925,25.8409,19.7213,26.7063,20.1083,19.6372,20.3425,18.9187,19.5056,22.3719,22.7214,26.417,19.1613,22.1624,21.3549,129.207,119.22,126.129,83.7286,49.8066,71.7956,161.244,162.005,168.586,147.072,101.348,118.772,172.187,157.863,162.186,150.421,108.023,111.598,173.228,160.272,146.879,135.955,134.419,143.637
1994-11-01,21.9006,25.2304,20.8385,20.745,20.8833,22.4943,24.2729,19.4886,25.9868,26.1766,26.8562,19.2016,27.1663,19.5202,18.568,18.6864,17.5974,19.0197,21.7291,21.9829,26.7439,18.5848,21.293,20.4206,100.148,109.5,124.474,130.07,128.451,138.402,138.808,144.623,158.562,130.571,111.355,120.847,184.013,172.009,178.483,121.594,94.6691,122.066,209.231,169.466,155.174,130.908,145.34,186.861
1994-12-01,20.1934,26.0453,20.042,19.0188,19.5214,22.8305,24.2838,18.1564,26.3106,27.1705,27.6502,18.1932,27.6506,18.4815,17.6033,17.7507,16.8835,18.3973,20.937,20.9776,27.2227,18.0655,20.5598,19.5342,114.66,131.161,160.547,181.116,201.605,193.805,142.516,187.893,239.48,212.461,212.316,220.363,214.78,256.084,297.711,214.671,223.442,223.092,229.205,252.664,254.115,212.569,250.617,210.093
1995-01-01,19.0202,27.046,18.5066,17.8252,18.6147,24.1927,25.2492,17.8365,26.7965,27.5969,28.0683,17.7711,28.0224,17.6044,16.8635,17.3857,16.4816,17.8261,20.4552,20.4134,27.6931,17.6477,20.0308,18.6698,212.546,207.032,213.38,252.909,286.108,273.915,217.598,204.812,178.337,191.337,220.289,233.553,225.299,222.487,179.775,151.519,169.579,182.992,247.433,262.944,238.082,177.857,178.661,179.108
1995-02-01,19.0678,28.04,17.8166,17.0236,18.6732,24.8088,26.0638,17.6318,27.3127,28.5639,28.1413,17.5088,28.2102,17.51,17.0302,17.2032,16.1612,17.1019,19.9179,20.158,28.4928,17.0802,19.5559,18.6834,449.203,436.091,385.173,332.731,298.213,311.358,436.034,448.785,420.454,369.093,256.641,244.366,360.857,365.787,374.165,347.437,246.287,241.019,314.423,314.463,316.205,293.97,257.036,286.197
1995-03-01,19.4397,28.1516,17.9746,17.4857,18.9936,24.5111,25.7268,17.9446,26.9905,28.4803,27.7555,17.8365,28.1521,17.8681,17.6236,17.7249,16.8934,17.6983,20.7871,20.8599,28.9651,17.4118,20.0219,18.9529,245.174,270.907,280.133,303.1,338.933,361.25,268.569,264.015,267.5,270.38,292.267,331.582,301.456,259.76,245.094,220.216,241.33,288.18,314.902,255.858,229.406,215.409,238.286,277.588
1995-04-01,20.2594,27.058,18.7273,18.2885,19.3952,23.8168,24.9682,19.1701,26.1136,26.9314,27.0178,18.5545,27.5666,18.5909,18.4849,19.0755,18.0054,18.3678,21.431,21.6906,27.2636,18.1138,20.6956,20.0151,223.716,227.127,233.696,232.425,249.106,251.251,216.254,214.084,224.924,213.839,210.033,239.741,267.423,227.927,221.707,205.183,218.98,247.992,288.528,232.184,214.867,229.227,263.11,262.338
1995-05-01,21.7439,25.7081,19.4983,19.2677,20.3462,22.4095,23.7083,20.4479,24.8988,24.4922,26.1444,20.1209,26.9222,20.138,19.6133,20.5015,19.5409,19.8805,23.5093,23.406,24.4251,19.8431,23.1726,21.3459,277.9,287.656,276.295,245.675,233.057,235.952,260.436,271.153,280.658,270.095,214.473,212.561,249.42,260.341,257.796,262.071,290.625,289.493,253.809,269.99,247.087,207.236,276.073,281.987
1995-06-01,23.9322,23.9354,21.6166,20.7389,22.085,21.1025,22.6674,22.2541,23.9391,22.0319,24.9408,21.4042,25.9483,21.5641,21.5149,22.0615,20.7018,21.1873,24.7789,24.6596,22.9181,20.9955,24.3568,22.7385,19.1384,20.0628,15.586,8.85919,7.35134,6.6627,14.5581,14.3416,13.4126,9.14403,3.37241,3.65617,10.1064,8.58357,10.7185,9.27032,5.47251,5.21661,6.9502,4.30654,4.20207,2.88756,2.94961,7.0492
1995-07-01,25.1954,23.1848,22.5213,23.0153,22.7558,20.4343,22.223,23.1568,23.5992,21.7226,24.4916,21.8702,25.6295,21.8455,22.0751,22.6241,21.2607,21.7661,25.3904,25.2133,23.27,21.5039,24.8215,23.8205,21.0772,18.7512,12.6503,10.7175,16.9864,18.0657,19.4725,16.8404,12.9873,8.78024,13.1773,14.649,22.2935,15.7803,14.359,9.65209,10.858,9.20853,28.4096,14.5814,10.7431,6.59119,4.59632,4.87888
1995-08-01,25.6999,22.6952,23.0002,23.8234,23.1432,20.0843,21.9728,23.3843,23.3472,22.1059,24.4859,21.8378,25.6541,21.6464,21.5827,22.6217,21.0715,21.9313,25.9117,25.782,23.6617,21.3434,24.7937,23.9753,2.09292,2.06651,2.60591,2.0126,0.443146,0.0,2.92348,2.8981,4.79055,4.94372,0.856355,0.0,7.27538,3.60487,3.62713,4.46833,1.03084,0.0685988,11.823,4.07561,1.54794,1.38768,1.40641,0.338952
1995-09-01,25.0357,22.9921,22.7441,23.2354,22.9422,20.0858,21.956,22.5785,23.6931,23.3189,25.0502,21.283,26.0439,21.1092,20.9629,21.3518,19.8319,21.501,24.673,24.5359,24.7177,21.148,23.9853,23.3124,33.1901,32.4447,26.9188,13.6947,6.70645,8.0736,46.8258,46.5995,46.5598,28.4659,18.8704,20.4937,90.2859,75.3156,60.4926,35.3962,17.3433,13.7302,117.116,101.419,76.5754,26.9268,9.55825,7.67933
1995-10-01,23.4688,23.9041,21.5631,22.3804,21.9938,20.866,22.595,21.2647,24.5152,25.1815,25.898,20.05,26.6198,20.4648,19.7563,19.8861,18.6564,20.4844,23.4944,23.4954,25.759,20.2181,22.7273,22.113,26.7525,38.6899,73.7038,104.546,96.9447,70.3234,38.3598,62.5997,104.137,107.814,90.0439,79.8415,69.8275,97.7932,115.341,95.5207,106.102,100.395,107.306,121.749,126.802,112.215,139.982,113.449
1995-11-01,22.1931,24.6758,20.0569,20.8096,20.9087,21.6341,22.919,20.1076,24.7605,26.4088,26.4017,18.6028,26.9196,19.7899,18.931,18.7802,17.7042,19.2283,22.0199,22.1267,26.3056,18.9984,21.5549,20.9724,152.855,155.428,192.704,264.256,313.789,312.56,176.899,194.923,233.283,248.903,296.04,327.062,229.015,236.964,244.324,193.867,217.581,267.866,283.532,257.576,237.971,193.358,235.036,252.475
1995-12-01,20.748,25.9536,18.6976,19.6228,19.866,23.0419,24.068,18.9011,25.6236,27.6178,27.13,18.0371,27.2023,18.8282,17.8881,18.0363,17.0404,18.3702,21.075,21.4008,27.104,18.0386,20.5123,19.9947,227.136,220.895,203.327,193.866,196.677,201.109,234.115,220.006,176.922,167.496,192.437,248.494,249.551,211.106,166.451,128.236,161.754,224.691,262.636,228.758,200.788,161.975,161.947,202.026
1996-01-01,19.5516,27.4764,18.0129,18.2586,18.996,24.5941,25.6023,17.9401,26.7825,28.4589,27.7884,17.8647,27.7378,17.9146,16.9133,17.3815,16.3957,17.8662,20.7015,21.2857,27.9398,17.3241,19.87,18.8526,311.637,302.945,271.321,254.781,288.639,311.818,292.49,281.343,251.62,220.218,237.474,263.36,257.054,239.188,233.437,196.739,187.291,205.959,224.502,209.597,200.406,185.701,218.062,254.993
1996-02-01,19.3287,28.3319,17.8737,16.989,18.8704,25.1164,26.3206,17.5668,27.7125,29.073,28.4396,17.8251,28.2028,17.6873,17.0332,17.3427,16.0712,17.4474,20.5424,21.0549,28.9759,16.8761,19.5325,18.6019,161.748,184.725,230.339,255.606,256.796,258.147,146.763,170.98,205.529,214.737,262.194,299.058,153.579,182.638,203.391,187.24,229.129,278.466,174.531,189.623,206.744,196.891,188.742,251.138
1996-03-01,19.0322,28.3634,18.2253,17.3662,18.5645,24.8176,26.0615,17.87,27.2678,28.9029,27.8558,17.8835,28.0516,17.8035,17.0372,17.5824,16.2379,17.9473,21.0199,21.1039,28.9729,17.6083,20.2015,19.0328,388.683,406.794,436.116,462.93,494.888,482.216,364.417,365.258,351.33,381.462,439.861,452.957,256.023,263.972,283.294,292.078,363.684,418.507,201.953,198.469,228.751,266.477,335.892,428.286
1996-04-01,20.0827,27.7525,18.316,17.2633,19.3626,23.6945,24.9702,18.5384,26.4202,27.5701,27.4037,19.0135,27.8104,18.2601,18.1734,18.6024,17.7594,18.6924,21.9524,21.9485,27.952,18.6984,21.2967,19.8479,231.235,242.764,293.593,419.313,494.967,447.595,235.795,232.568,244.58,318.232,367.904,328.203,293.482,255.787,221.232,237.306,233.968,210.455,341.075,291.075,269.333,275.405,257.382,259.458
1996-05-01,21.7085,26.6373,20.1111,19.2313,20.7287,22.463,23.8323,20.0779,25.2765,25.9117,26.3092,20.1826,26.9277,20.0944,19.52,19.5925,19.1044,19.858,23.1349,23.0767,25.8724,20.399,22.6167,22.0632,191.131,195.388,183.617,152.993,163.711,176.912,184.638,173.85,143.652,128.234,117.18,125.079,140.879,129.645,124.0,131.62,126.959,113.248,100.044,109.521,110.686,117.843,128.275,82.9912
1996-06-01,23.5328,25.0494,21.5942,20.818,21.9231,21.21,22.4248,22.1384,23.7212,24.2732,25.1083,21.5861,25.9433,21.5945,21.1367,21.4662,20.7599,21.4588,24.738,25.1908,24.1423,21.556,23.603,23.145,8.36255,8.08895,6.90149,5.85867,5.68011,3.5292,7.60236,6.1943,3.16948,3.57549,4.87886,3.12559,5.65176,3.55755,1.38735,1.03646,1.57627,0.972172,5.22317,4.18605,2.56781,0.723653,0.792047,0.663225
1996-07-01,25.2204,23.6928,22.5106,22.5041,22.957,20.373,21.8646,23.4551,23.1761,22.557,24.5801,22.4166,25.4422,21.9115,22.0827,22.7726,21.7399,22.5774,26.3716,26.4931,23.359,22.5148,25.4185,23.4254,96.8304,82.8155,42.5943,8.03605,5.13942,12.1316,87.6602,69.4206,24.2626,8.27369,3.59198,5.61801,37.6926,25.4441,10.9108,10.9587,5.68195,2.87662,2.91608,8.93758,5.28499,5.91906,2.34171,1.35337
1996-08-01,25.7593,23.2711,23.4216,23.6187,23.3546,19.8862,21.5704,23.182,23.0837,22.7333,24.3514,22.318,25.3331,21.8964,22.0456,22.0755,20.6624,22.2716,25.6169,26.002,23.9035,22.0357,24.5674,23.4994,42.2302,39.6586,29.4566,25.9689,22.038,7.841,45.6295,41.9497,30.9085,25.0576,17.1621,5.77776,50.6131,46.3171,32.9288,19.0817,10.0303,4.27802,66.4586,69.0104,54.8707,18.1585,9.89703,4.40196
1996-09-01,24.7679,23.2874,23.4654,23.7051,22.642,19.912,21.6386,22.5399,23.4643,23.2721,25.0914,21.3313,25.8625,20.8286,20.6335,21.2957,19.8732,21.0641,23.9647,24.5287,24.7127,20.7449,23.2383,22.5638,9.44565,15.2446,22.7711,22.1024,23.6109,31.1557,18.1996,26.4038,38.9754,33.2821,42.9249,51.8232,47.6613,58.2521,54.4438,41.1802,51.8886,51.5704,81.11,91.864,80.939,42.0605,41.5879,28.2089
